221,Dalmatian,2912,1,6,Non-Sporting
222,Labrador Retriever,2912,6,2,Working
223,Bulldog (american),2912,1,5,Sporting
224,Mini Foxie,2912,1,4,Terrier
225,Golden Retriever,2912,2,2,Working
226,Bedlington Terrier,2912,1,4,Terrier
227,Fox Terrier (Smooth),2912,3,4,Terrier
228,Pug,2912,7,1,Toy
229,Papillon,2912,1,1,Toy
230,Miniature Fox Terrier,2912,1,4,Terrier
231,Bull Terrier,2912,1,4,Terrier
232,Australian Silky Terrier,2912,2,4,Terrier
233,Schnauzer,2912,2,4,Terrier
234,Boston Terrier,2912,1,4,Terrier
235,Shetland Sheepdog,2912,2,2,Working
236,Unknown,2912,3,7,Mystery
237,Schnauzer (Miniature),2912,5,4,Terrier
238,Poodle (Standard),2912,4,1,Toy
239,Chow Chow,2912,1,6,Non-Sporting
240,Lhasa Apso,2912,1,6,Non-Sporting
241,Cocker Spaniel,2912,7,2,Working
242,Labradoodle,2912,1,1,Toy
243,American Staffordshire Terrier,2912,1,4,Terrier
244,Dachshund,2912,1,3,Hound
245,Border Collie,2912,2,6,Non-sporting
246,Maltese,2912,11,1,Toy
247,Keeshond,2911,1,6,Non-sporting
248,Shih Tzu,2911,1,6,Non-Sporting
249,Dachshund (Min Long Haired),2908,1,3,Hound
250,Border Collie,2907,1,6,Non-sporting
251,Alaskan Malamute,2907,1,2,Working
252,Australian Shepherd,2906,1,2,Working
253,Japanese Spitz,2906,5,6,Non-sporting
254,Basset Hound,2906,1,3,Hound
255,Mini Foxie,2906,1,4,Terrier
256,Poodle (Standard),2906,2,1,Toy
257,Bernese Mountain Dog,2906,1,6,Non-sporting
258,Great Dane,2906,6,6,Non-sporting
259,Dachshund (Min Smooth Haired),2906,5,3,Hound
260,Australian Bulldog,2906,6,7,Mystery
261,Chow Chow,2906,1,6,Non-Sporting
262,Neapolitan Mastiff,2906,1,2,Working
263,Tenterfield Terrier,2906,1,4,Terrier
264,Dogue de Bordeaux,2906,1,2,Working
265,West Highland White Terrier,2906,6,4,Terrier
266,Cocker Spaniel (American),2906,3,2,Working
267,Mastiff,2906,2,2,Working
268,Cairn Terrier,2906,2,4,Terrier
269,Rhodesian Ridgeback,2906,3,3,Hound
270,Dachshund (Smooth Haired),2906,5,3,Hound
271,King Charles Spaniel,2906,2,1,Toy
272,Shar Pei,2906,3,6,Non-Sporting
273,Bichon Frise,2906,12,1,Toy
274,Whippet,2906,3,3,Hound
275,Bullmastiff,2906,3,2,Working
276,Irish Wolfhound,2906,1,3,Hound
277,Belgian Shepherd Dog (Tervueren),2906,1,2,Working
278,Lhasa Apso,2906,3,6,Non-Sporting
279,Schnauzer,2906,2,4,Terrier
280,Welsh Springer Spaniel,2906,1,2,Working
281,Chinese Crested Dog,2906,1,1,Toy
282,Greyhound,2906,4,3,Hound
283,British Bulldog,2906,1,5,Sporting
284,German Shorthaired Pointer,2906,3,2,Working
285,Weimaraner,2906,3,2,Working
286,Bulldog (British),2906,1,5,Sporting
287,Schnauzer (Miniature),2906,6,4,Terrier
288,Corgi (cardigan),2906,4,2,Working
289,Basenji,2906,1,3,Hound
290,Dachshund,2906,1,3,Hound
291,Bull Terrier (American),2906,1,4,Terrier
292,Australian Terrier,2906,4,4,Terrier
293,Pug,2906,17,1,Toy
294,Australian Stumpy Tail Cattle Dog,2906,1,2,Working
295,Siberian Husky,2906,7,2,Working
296,Pitbull Terrier,2906,1,4,Terrier
297,Dachshund (miniature),2906,3,3,Hound
298,Bull Terrier (English),2906,3,4,Terrier
299,Anatolian Shepherd Dog,2906,1,2,Working
300,Sussex Spaniel,2906,1,2,Working
301,Newfoundland,2906,1,2,Working
302,Japanese Chin,2906,1,1,Toy
303,English Springer Spaniel,2906,1,2,Working
304,Yorkshire Terrier,2906,1,4,Terrier
305,Coolie,2906,1,2,Working
306,Akita,2906,1,2,Working
307,Cavoodle,2906,11,1,Toy
308,Collie (Rough),2906,1,2,Working
309,Griffon Bruxellois,2906,2,1,Toy
310,Labradoodle,2906,6,1,Toy
311,Corgi (pembroke),2906,1,2,Working
312,Cockapoodle,2906,2,1,Toy
313,Briard,2906,2,2,Working
314,Shih Tzu,2906,26,6,Non-Sporting
315,Pomeranian,2906,13,1,Toy
316,Beagle,2906,19,3,Hound
317,Dalmatian,2906,9,6,Non-Sporting
318,Australian Silky Terrier,2906,14,4,Terrier
319,Unknown,2906,26,7,Mystery
320,Cocker Spaniel,2906,28,2,Working
321,Labrador Retriever,2906,52,2,Working
322,Chihuahua (Smooth),2906,12,1,Toy
323,Collie,2906,2,2,Working
324,Samoyed,2906,6,2,Working
325,Cavalier King Charles Spaniel,2906,46,1,Toy
326,Australian Kelpie,2906,16,2,Working
327,Alaskan Malamute,2906,7,2,Working
328,Poodle (Miniature),2906,7,1,Toy
329,Poodle (Toy),2906,14,1,Toy
330,Keeshond,2906,1,6,Non-sporting
331,Boxer,2906,28,2,Working
332,Shetland Sheepdog,2906,9,2,Working
333,Tenterfield,2906,5,4,Terrier
334,Maltese,2906,66,1,Toy
335,Golden Retriever,2906,27,2,Working
336,Fox Terrier (Smooth),2906,16,4,Terrier
337,American Staffordshire Terrier,2906,5,4,Terrier
338,Bull Terrier (Staffordshire),2906,67,4,Terrier
339,Rottweiler,2906,16,2,Working
340,Scottish Terrier,2906,1,4,Terrier
341,German Shepherd Dog,2906,34,2,Working
342,Bull Terrier,2906,7,4,Terrier
343,Dobermann,2906,3,2,Working
344,Jack Russell Terrier,2906,34,4,Terrier
345,Australian Cattle Dog,2906,21,2,Working
346,Border Collie,2906,21,6,Non-sporting
347,Beagle,2905,30,3,Hound
348,Cocker Spaniel,2905,46,2,Working
349,Siberian Husky,2905,20,2,Working
350,Fox Terrier (Smooth),2905,27,4,Terrier
351,Bull Terrier (Staffordshire),2905,91,4,Terrier
352,Australian Cattle Dog,2905,46,2,Working
353,Alaskan Malamute,2905,14,2,Working
354,Lhasa Apso,2905,7,6,Non-Sporting
355,Australian Silky Terrier,2905,18,4,Terrier
356,American Pit Bull Terrier,2905,1,4,Terrier
357,German Shepherd Dog,2905,78,2,Working
358,Australian Shepherd,2905,1,2,Working
359,Golden Retriever,2905,46,2,Working
360,Unknown,2905,38,7,Mystery
361,Great Dane,2905,11,6,Non-sporting
362,Australian Kelpie,2905,31,2,Working
363,Pomeranian,2905,14,1,Toy
364,Cairn Terrier,2905,6,4,Terrier
365,Australian Terrier,2905,7,4,Terrier
366,Tenterfield,2905,7,4,Terrier
367,Shetland Sheepdog,2905,13,2,Working
368,Whippet,2905,9,3,Hound
369,Maltese,2905,76,1,Toy
370,Papillon,2905,5,1,Toy
371,Border Collie,2905,53,6,Non-sporting
372,Labrador Retriever,2905,101,2,Working
373,Collie,2905,6,2,Working
374,American Staffordshire Terrier,2905,17,4,Terrier
375,English Springer Spaniel,2905,4,2,Working
376,Corgi (pembroke),2905,2,2,Working
377,Poodle (Standard),2905,16,1,Toy
378,Basset Hound,2905,4,3,Hound
379,Keeshond,2905,5,6,Non-sporting
380,Rhodesian Ridgeback,2905,12,3,Hound
381,Poodle (Toy),2905,32,1,Toy
382,Dobermann,2905,15,2,Working
383,Shar Pei,2905,4,6,Non-Sporting
384,Bulldog (British),2905,1,5,Sporting
385,Schnauzer,2905,6,4,Terrier
386,Bull Terrier,2905,9,4,Terrier
387,Cavalier King Charles Spaniel,2905,49,1,Toy
388,Rottweiler,2905,24,2,Working
389,Shih Tzu,2905,33,6,Non-Sporting
390,Schipperke,2905,1,6,Non-Sporting
391,Maremma Sheepdog,2905,1,2,Working
392,Airedale Terrier,2905,3,4,Terrier
393,Boxer,2905,25,2,Working
394,Dachshund (miniature),2905,6,3,Hound
395,West Highland White Terrier,2905,4,4,Terrier
396,German Shorthaired Pointer,2905,8,2,Working
397,Samoyed,2905,7,2,Working
398,Jack Russell Terrier,2905,67,4,Terrier
399,King Charles Spaniel,2905,3,1,Toy
400,Dachshund (Smooth Haired),2905,2,3,Hound
401,Pugalier,2905,1,1,Toy
402,Italian Greyhound,2905,1,1,Toy
403,Mini Foxie,2905,7,4,Terrier
404,St. Bernard,2905,1,6,Non-sporting
405,Coolie (German),2905,2,2,Working
406,Lagotto Romagnolo,2905,1,2,Working
407,Neapolitan Mastiff,2905,2,2,Working
408,Dachshund (Min Smooth Haired),2905,5,3,Hound
409,British Bulldog,2905,1,5,Sporting
410,Hungarian Vizsla,2905,1,5,Sporting
411,Chihuahua (Long),2905,2,1,Toy
412,Poodle (Miniature),2905,7,1,Toy
413,Pug,2905,21,1,Toy
414,Dachshund,2905,1,3,Hound
415,Scottish Terrier,2905,3,4,Terrier
416,Bull Terrier (Miniature),2905,3,4,Terrier
417,Boston Terrier,2905,1,4,Terrier
418,Nova Scotia Duck Tolling Retriever,2905,1,2,Working
419,Labradoodle,2905,15,1,Toy
420,Collie (Smooth),2905,1,2,Working
421,Tenterfield Terrier,2905,4,4,Terrier
422,Bull Terrier (English),2905,5,4,Terrier
423,Schnauzer (Miniature),2905,13,4,Terrier
424,Manchester Terrier,2905,1,4,Terrier
425,Belgian Shepherd Dog (Groenendael),2905,3,2,Working
426,Weimaraner (Long Haired),2905,1,2,Working
427,Toy Fox Terrier,2905,1,4,Terrier
428,Newfoundland,2905,1,2,Working
429,Sussex Spaniel,2905,1,2,Working
430,Cocker Spaniel (American),2905,1,2,Working
431,Corgi (cardigan),2905,3,2,Working
432,Welsh Terrier,2905,4,4,Terrier
433,Affenpinscher,2905,1,1,Toy
434,Australian Stumpy Tail Cattle Dog,2905,1,2,Working
435,Dachshund (Long Haired),2905,1,3,Hound
436,Bernese Mountain Dog,2905,4,6,Non-sporting
437,Japanese Chin,2905,1,1,Toy
438,Irish Wolfhound,2905,1,3,Hound
439,Collie (Rough),2905,7,2,Working
440,Cavoodle,2905,14,1,Toy
441,Bulldog (French),2905,2,5,Sporting
442,Fox Terrier (Wire),2905,1,4,Terrier
443,Bearded Collie,2905,1,2,Working
444,Tibetan Spaniel,2905,7,1,Toy
445,Chihuahua (Smooth),2905,8,1,Toy
446,Japanese Spitz,2905,6,6,Non-sporting
447,Bullmastiff,2905,7,2,Working
448,Pointer,2905,2,2,Working
449,Puli,2905,1,2,Working
450,Pitbull Terrier,2905,2,4,Terrier
451,Shiba Inu,2905,1,6,Non-Sporting
452,Greyhound,2905,2,3,Hound
453,Curly Coated Retriever,2905,1,2,Working
454,Akita,2905,1,2,Working
455,Anatolian Shepherd Dog,2905,1,2,Working
456,Miniature Fox Terrier,2905,1,4,Terrier
457,Mastiff,2905,27,2,Working
458,Bichon Frise,2905,4,1,Toy
459,Miniature Pinscher,2905,2,1,Toy
460,Welsh Springer Spaniel,2905,6,2,Working
461,Weimaraner,2905,3,2,Working
462,Dalmatian,2905,9,6,Non-Sporting
463,Kerry Blue Terrier,2905,1,4,Terrier
464,Coolie,2905,4,2,Working
465,Australian Bulldog,2905,6,7,Mystery
466,Basenji,2905,1,3,Hound
467,Great Dane,2904,5,6,Non-sporting
468,Bullmastiff,2904,4,2,Working
469,West Highland White Terrier,2904,7,4,Terrier
470,Bernese Mountain Dog,2904,3,6,Non-sporting
471,Cairn Terrier,2904,2,4,Terrier
472,English Springer Spaniel,2904,7,2,Working
473,Tenterfield Terrier,2904,2,4,Terrier
474,Dachshund (Min Smooth Haired),2904,5,3,Hound
475,Australian Shepherd,2904,2,2,Working
476,Bulldog (French),2904,1,5,Sporting
477,Samoyed,2904,2,2,Working
478,Australian Stumpy Tail Cattle Dog,2904,1,2,Working
479,Lhasa Apso,2904,3,6,Non-Sporting
480,Airedale Shepherd,2904,1,2,Working
481,St. Bernard,2904,1,6,Non-sporting
482,Labradoodle,2904,1,1,Toy
483,American Staffordshire Terrier,2904,4,4,Terrier
484,Neapolitan Mastiff,2904,1,2,Working
485,Newfoundland,2904,2,2,Working
486,Fox Terrier (Smooth),2904,8,4,Terrier
487,Australian Kelpie,2904,8,2,Working
488,Miniature Pinscher,2904,2,1,Toy
489,German Shorthaired Pointer,2904,2,2,Working
490,Alaskan Malamute,2904,2,2,Working
491,Bichon Frise,2904,4,1,Toy
492,Poodle (Standard),2904,6,1,Toy
493,Rhodesian Ridgeback,2904,7,3,Hound
494,Airedale Terrier,2904,1,4,Terrier
495,Shar Pei,2904,2,6,Non-Sporting
496,Hungarian Vizsla,2904,1,5,Sporting
497,Sussex Spaniel,2904,13,2,Working
498,Cavoodle,2904,8,1,Toy
499,Welsh Terrier,2904,2,4,Terrier
500,Papillon,2904,1,1,Toy
501,Cockapoodle,2904,2,1,Toy
502,Pointer,2904,2,2,Working
503,Norfolk Terrier,2904,1,4,Terrier
504,King Charles Spaniel,2904,1,1,Toy
505,British Bulldog,2904,1,5,Sporting
506,Portuguese Water Dog,2904,1,2,Working
507,Affenpinscher,2904,1,1,Toy
508,Bulldog (american),2904,1,5,Sporting
509,Bull Terrier,2904,1,4,Terrier
510,Australian Bulldog,2904,1,7,Mystery
511,Swedish Vallhund,2904,1,2,Working
512,Dogue de Bordeaux,2904,1,2,Working
513,Welsh Springer Spaniel,2904,1,2,Working
514,Italian Greyhound,2904,1,1,Toy
515,Old English Sheepdog,2904,1,2,Working
516,Bedlington Terrier,2904,1,4,Terrier
517,Pekingese,2904,2,1,Toy
518,Pug,2904,9,1,Toy
519,Chihuahua (Smooth),2904,5,1,Toy
520,Corgi (cardigan),2904,3,2,Working
521,Tibetan Spaniel,2904,1,1,Toy
522,Pomeranian,2904,4,1,Toy
523,Weimaraner,2904,3,2,Working
524,Scottish Terrier,2904,2,4,Terrier
525,Unknown,2904,19,7,Mystery
526,Dachshund (Smooth Haired),2904,5,3,Hound
527,Labrador Retriever,2904,40,2,Working
528,Jack Russell Terrier,2904,21,4,Terrier
529,Collie,2904,6,2,Working
530,Rottweiler,2904,4,2,Working
531,Cavalier King Charles Spaniel,2904,26,1,Toy
532,Siberian Husky,2904,7,2,Working
533,Golden Retriever,2904,27,2,Working
534,Poodle (Toy),2904,12,1,Toy
535,Shih Tzu,2904,12,6,Non-Sporting
536,Cocker Spaniel,2904,22,2,Working
537,Tenterfield,2904,3,4,Terrier
538,German Shepherd Dog,2904,31,2,Working
539,Dachshund (miniature),2904,2,3,Hound
540,Border Collie,2904,14,6,Non-sporting
541,Australian Cattle Dog,2904,13,2,Working
542,Australian Silky Terrier,2904,13,4,Terrier
543,Mastiff,2904,6,2,Working
544,Shetland Sheepdog,2904,5,2,Working
545,Bull Terrier (Staffordshire),2904,29,4,Terrier
546,Corgi (pembroke),2904,6,2,Working
547,Maltese,2904,17,1,Toy
548,Schnauzer (Miniature),2904,10,4,Terrier
549,Poodle (Miniature),2904,3,1,Toy
550,Dachshund,2904,2,3,Hound
551,Australian Terrier,2904,4,4,Terrier
552,Boxer,2904,16,2,Working
553,Dalmatian,2904,6,6,Non-Sporting
554,Keeshond,2904,1,6,Non-sporting
555,Chihuahua (Long),2904,3,1,Toy
556,Whippet,2904,5,3,Hound
557,Beagle,2904,11,3,Hound
558,Schnauzer,2904,3,4,Terrier
559,Pug,2903,13,1,Toy
560,Newfoundland,2903,1,2,Working
561,Corgi (cardigan),2903,1,2,Working
562,Rhodesian Ridgeback,2903,4,3,Hound
563,Airedale Terrier,2903,1,4,Terrier
564,Labrador Retriever,2903,28,2,Working
565,Schnauzer,2903,4,4,Terrier
566,Border Terrier,2903,3,4,Terrier
567,West Highland White Terrier,2903,6,4,Terrier
568,Bull Terrier (English),2903,2,4,Terrier
569,Australian Terrier,2903,2,4,Terrier
570,Border Collie,2903,16,6,Non-sporting
571,Siberian Husky,2903,4,2,Working
572,German Shorthaired Pointer,2903,5,2,Working
573,Cocker Spaniel,2903,10,2,Working
574,German Shepherd Dog,2903,24,2,Working
575,Bichon Frise,2903,7,1,Toy
576,Chihuahua (Smooth),2903,7,1,Toy
577,Golden Retriever,2903,16,2,Working
578,Bull Terrier (Staffordshire),2903,21,4,Terrier
579,Collie,2903,2,2,Working
580,Shar Pei,2903,2,6,Non-Sporting
581,Maltese,2903,19,1,Toy
582,Australian Cattle Dog,2903,8,2,Working
583,Whippet,2903,3,3,Hound
584,Chihuahua (Long),2903,3,1,Toy
585,Cavalier King Charles Spaniel,2903,11,1,Toy
586,Dalmatian,2903,18,6,Non-Sporting
587,Alaskan Malamute,2903,3,2,Working
588,Jack Russell Terrier,2903,13,4,Terrier
589,Unknown,2903,11,7,Mystery
590,Dachshund (miniature),2903,2,3,Hound
591,Griffon Bruxellois,2903,1,1,Toy
592,Bernese Mountain Dog,2903,1,6,Non-sporting
593,Lhasa Apso,2903,2,6,Non-Sporting
594,Poodle (Miniature),2903,4,1,Toy
595,Collie (Rough),2903,2,2,Working
596,Weimaraner,2903,1,2,Working
597,Fox Terrier (Smooth),2903,4,4,Terrier
598,Rottweiler,2903,8,2,Working
599,Corgi (pembroke),2903,3,2,Working
600,Pomeranian,2903,6,1,Toy
601,Australian Kelpie,2903,12,2,Working
602,Boxer,2903,11,2,Working
603,Bull Terrier,2903,3,4,Terrier
604,Bullmastiff,2903,3,2,Working
605,Great Dane,2903,3,6,Non-sporting
606,Poodle (Toy),2903,7,1,Toy
607,Hungarian Vizsla,2903,1,5,Sporting
608,Shih Tzu,2903,13,6,Non-Sporting
609,American Staffordshire Terrier,2903,5,4,Terrier
610,Beagle,2903,7,3,Hound
611,Dachshund,2903,1,3,Hound
612,Poodle (Standard),2903,5,1,Toy
613,Weimaraner (Long Haired),2903,1,2,Working
614,Shetland Sheepdog,2903,3,2,Working
615,Schnauzer (Miniature),2903,4,4,Terrier
616,Basenji,2903,1,3,Hound
617,Cavoodle,2903,7,1,Toy
618,English Springer Spaniel,2903,2,2,Working
619,Basset Hound,2903,1,3,Hound
620,Papillon,2903,2,1,Toy
621,Japanese Spitz,2903,2,6,Non-sporting
622,Greyhound,2903,1,3,Hound
623,Chinese Crested Dog,2903,1,1,Toy
624,Pitbull Terrier,2903,1,4,Terrier
625,Fox Terrier (Wire),2903,3,4,Terrier
